Year,Team,Conf,Seed,Wins,Losses,Win_percent,RPI,FirstRwin,SecRwin,thrdRwin,frthRwin,fifthRwin,sixthRwin
2013,Cincinnati,AAC,10,22,11,0.666666667,0.581,0,0,0,0,0,0
2013,Duke,Atlantic Coast,2,27,5,0.84375,0.676,1,1,1,0,0,0
2013,Albany,America East,15,24,10,0.705882353,0.517,0,0,0,0,0,0
2013,Gonzaga,West Coast,1,31,2,0.939393939,0.641,1,0,0,0,0,0
2013,Southern,Southwestern,16,23,9,0.71875,0.496,0,0,0,0,0,0
2013,Pitt,Atlantic Coast,8,24,8,0.75,0.587,0,0,0,0,0,0
2013,Wichita St.,Missouri Valley,9,26,8,0.764705882,0.617,1,1,1,1,0,0
2013,Wisconsin,Big10,5,23,11,0.676470588,0.599,0,0,0,0,0,0
2013,Ole Miss,Southeastern,12,26,8,0.764705882,0.586,1,0,0,0,0,0
2013,Kansas St.,Big12,4,27,7,0.794117647,0.517,0,0,0,0,0,0
2013,La Salle,Atlantic 10,13,22,9,0.709677419,0.6,1,1,0,0,0,0
2013,Arizona,Pac-12,6,25,7,0.78125,0.625,1,1,0,0,0,0
2013,Belmont,OVC,11,26,6,0.8125,0.61,0,0,0,0,0,0
2013,New Mexico,Mountain West,3,29,5,0.852941176,0.657,0,0,0,0,0,0
2013,Harvard,Ivy League,14,19,9,0.678571429,0.55,1,0,0,0,0,0
2013,Notre Dame,Atlantic Coast,7,25,9,0.735294118,0.59,0,0,0,0,0,0
2013,Iowa St,Big12,10,22,11,0.666666667,0.59,1,0,0,0,0,0
2013,Ohio St,Big10,2,26,7,0.787878788,0.639,1,1,1,0,0,0
2013,Iona,Metro Atlantic,15,20,13,0.606060606,0.537,0,0,0,0,0,0
2013,Kansas,Big12,1,29,5,0.852941176,0.644,1,1,0,0,0,0
2013,Western Kentucky,Conference USA,16,20,15,0.571428571,0.51,0,0,0,0,0,0
2013,UNC,Atlantic Coast,8,24,10,0.705882353,0.616,1,0,0,0,0,0
2013,Villanova,Big East,9,20,13,0.606060606,0.575,0,0,0,0,0,0
2013,VCU,Atlantic 10,5,26,8,0.764705882,0.608,1,0,0,0,0,0
2013,Akron,Mid-American,12,26,6,0.8125,0.584,0,0,0,0,0,0
2013,Michigan,Big10,4,26,7,0.787878788,0.638,1,1,1,1,1,0
2013,South Dakota St.,Summit League,13,25,9,0.735294118,0.556,0,0,0,0,0,0
2013,UCLA,Pac-12,6,25,9,0.735294118,0.599,0,0,0,0,0,0
2013,Minnesota,Big10,11,20,12,0.625,0.601,1,0,0,0,0,0
2013,Florida,Southeastern,3,26,7,0.787878788,0.637,1,1,1,0,0,0
2013,Northwestern St.,Southland,14,23,8,0.741935484,0.55,0,0,0,0,0,0
2013,San Diego St.,Mountain West,7,22,10,0.6875,0.597,1,0,0,0,0,0
2013,Oklahoma,Big12,10,20,11,0.64516129,0.586,0,0,0,0,0,0
2013,Georgetown,Big East,2,25,6,0.806451613,0.626,0,0,0,0,0,0
2013,Florida Golf Coast,Atlantic Sun,15,24,10,0.705882353,0.554,1,1,0,0,0,0
2013,Indiana,Big10,1,27,6,0.818181818,0.637,1,1,0,0,0,0
2013,James Madison,Colonial,16,21,14,0.6,0.498,0,0,0,0,0,0
2013,NC State,Atlantic Coast,8,24,10,0.705882353,0.596,0,0,0,0,0,0
2013,Temple,AAC,9,23,9,0.71875,0.591,1,0,0,0,0,0
2013,UNLV,Mountain West,5,25,9,0.735294118,0.604,0,0,0,0,0,0
2013,California,Pac-12,12,20,11,0.64516129,0.577,1,0,0,0,0,0
2013,Syracuse,Atlantic Coast,4,26,9,0.742857143,0.638,1,1,1,1,0,0
2013,Montana,Big Sky,13,25,6,0.806451613,0.557,0,0,0,0,0,0
2013,Butler,Big East,6,26,8,0.764705882,0.613,1,0,0,0,0,0
2013,Bucknell,Patriot,11,28,5,0.848484848,0.577,0,0,0,0,0,0
2013,Marquette,Big East,3,23,8,0.741935484,0.636,1,1,1,0,0,0
2013,Davidson,Atlantic 10,14,26,7,0.787878788,0.56,0,0,0,0,0,0
2013,Illinois,Big10,7,22,12,0.647058824,0.595,1,0,0,0,0,0
2013,Colorado,Pac-12,10,21,11,0.65625,0.588,0,0,0,0,0,0
2013,Miami,Mid-Atlantic,2,27,6,0.818181818,0.65,1,1,0,0,0,0
2013,Pacific,West Coast,15,22,12,0.647058824,0.537,0,0,0,0,0,0
2012,Syracuse,Atlantic Coast,1,31,2,0.939393939,0.668,1,1,1,0,0,0
2012,UNC Asheville,Big South,16,24,9,0.727272727,0.541,0,0,0,0,0,0
2012,Kansas St.,Big12,8,21,10,0.677419355,0.582,1,0,0,0,0,0
2012,Ole Miss,Southeastern,9,25,8,0.757575758,0.55,0,0,0,0,0,0
2012,Vanderbilt,Southeastern,5,24,10,0.705882353,0.616,1,0,0,0,0,0
2012,Harvard,Ivy League,12,26,4,0.866666667,0.583,0,0,0,0,0,0
2012,Wisconsin,Big10,4,24,9,0.727272727,0.617,1,1,0,0,0,0
2012,Montana,Big Sky,13,25,6,0.806451613,0.555,0,0,0,0,0,0
2012,Cincinnati,AAC,6,24,10,0.705882353,0.585,1,1,0,0,0,0
2012,Texas,Big12,11,20,13,0.606060606,0.571,0,0,0,0,0,0
2012,Florida St.,Atlantic Coast,3,24,9,0.727272727,0.62,1,0,0,0,0,0
2012,St. Bonaventure,Atlantic 10,14,20,11,0.64516129,0.555,0,0,0,0,0,0
2012,Gonzaga,West Coast,7,25,6,0.806451613,0.605,1,0,0,0,0,0
2012,West Virginia,Big12,10,19,13,0.59375,0.566,0,0,0,0,0,0
2012,Ohio St.,Big10,2,27,7,0.794117647,0.65,1,1,1,1,0,0
2012,Loyola,Patriot,15,24,8,0.75,0.555,0,0,0,0,0,0
2012,UNC ,Atlantic Coast,1,29,5,0.852941176,0.659,1,1,1,0,0,0
2012,Vermont,America East,16,24,12,0.666666667,0.519,0,0,0,0,0,0
2012,Creighton,Big East,8,28,5,0.848484848,0.604,1,0,0,0,0,0
2012,Alabama,Southeastern,9,21,11,0.65625,0.581,0,0,0,0,0,0
2012,Temple,AAC,5,24,7,0.774193548,0.605,0,0,0,0,0,0
2012,South Florida,AAC,12,22,14,0.611111111,0.585,1,0,0,0,0,0
2012,Michigan,Big10,4,24,9,0.727272727,0.616,0,0,0,0,0,0
2012,Ohio,Mid-Atlantic,13,27,7,0.794117647,0.582,1,1,0,0,0,0
2012,San Diego St.,Mountain West,6,26,7,0.787878788,0.596,0,0,0,0,0,0
2012,NC State,Atlantic Coast,11,22,12,0.647058824,0.585,1,1,0,0,0,0
2012,Georgetown,Big East,3,23,8,0.741935484,0.618,1,0,0,0,0,0
2012,Belmont,OVC,14,27,7,0.794117647,0.568,0,0,0,0,0,0
2012,Saint Mary's,West Coast,7,27,5,0.84375,0.596,0,0,0,0,0,0
2012,Purdue,Big10,10,21,12,0.636363636,0.583,1,0,0,0,0,0
2012,Kansas,Big12,2,27,6,0.818181818,0.654,1,1,1,1,1,0
2012,Detroit,Horizon,15,22,13,0.628571429,0.52,0,0,0,0,0,0
2012,Kentucky,Southeastern,1,32,2,0.941176471,0.679,1,1,1,1,1,1
2012,Western Kentucky,Conference USA,16,16,19,0.457142857,0.493,0,0,0,0,0,0
2012,Iowa St.,Big12,8,22,10,0.6875,0.592,1,0,0,0,0,0
2012,Connecticut,AAC,9,20,13,0.606060606,0.587,0,0,0,0,0,0
2012,Wichita St.,Missouri Valley,5,27,5,0.84375,0.614,0,0,0,0,0,0
2012,VCU,Atlantic 10,12,28,6,0.823529412,0.587,1,0,0,0,0,0
2012,Indiana,Big10,4,25,8,0.757575758,0.625,1,1,0,0,0,0
2012,New Mexico St.,Western Atlantic,13,26,9,0.742857143,0.568,0,0,0,0,0,0
2012,UNLV,Mountain West,6,26,8,0.764705882,0.604,0,0,0,0,0,0
2012,Colorado,Pac-12,11,23,11,0.676470588,0.576,1,0,0,0,0,0
2012,Baylor,Big12,3,27,7,0.794117647,0.638,1,1,1,0,0,0
2012,South Dakota St.,Summit League,14,27,7,0.794117647,0.581,0,0,0,0,0,0
2012,Notre Dame,Atlantic Coast,7,22,11,0.666666667,0.58,0,0,0,0,0,0
2012,Xavier,Big East,10,21,12,0.636363636,0.585,1,1,0,0,0,0
2012,Duke,Atlantic Coast,2,27,6,0.818181818,0.643,0,0,0,0,0,0
2012,Lehigh,Patriot,15,26,7,0.787878788,0.549,1,0,0,0,0,0
2012,Michigan St.,Big10,1,27,7,0.794117647,0.652,1,1,0,0,0,0
2012,LIU Brooklyn,Notheast,16,25,8,0.757575758,0.554,0,0,0,0,0,0
2012,Memphis,AAC,8,26,8,0.764705882,0.611,0,0,0,0,0,0
2012,St. Louis,Atlantic 10,9,25,7,0.78125,0.599,1,0,0,0,0,0
2012,New Mexico,Mountain West,5,27,6,0.818181818,0.603,1,0,0,0,0,0
2012,Long Beach St.,Big West,12,25,8,0.757575758,0.583,0,0,0,0,0,0
2012,Louisville,Atlantic Coast,4,26,9,0.742857143,0.636,1,1,1,1,0,0
2012,Davidson,Atlantic 10,13,25,7,0.78125,0.567,0,0,0,0,0,0
2012,Murray St.,OVC,6,30,1,0.967741935,0.608,1,0,0,0,0,0
2012,Colorado St.,Mountain West,11,20,11,0.64516129,0.591,0,0,0,0,0,0
2012,Marquette,Big East,3,25,7,0.78125,0.637,1,1,0,0,0,0
2012,BYU,West Coast,14,26,9,0.742857143,0.579,0,0,0,0,0,0
2012,Florida ,Southeastern,7,23,10,0.696969697,0.611,1,1,1,0,0,0
2012,Virginia,Atlantic Coast,10,22,9,0.709677419,0.571,0,0,0,0,0,0
2012,Missouri,Southeastern,2,30,4,0.882352941,0.622,0,0,0,0,0,0
2012,Norfolk St.,Mid-Atlantic,15,25,9,0.735294118,0.528,1,0,0,0,0,0
2011,Ohio St.,Big10,1,32,2,0.941176471,0.667,1,1,0,0,0,0
2011,UTSA,Conference USA,16,19,13,0.59375,0.49,0,0,0,0,0,0
2011,George Mason,Atlantic 10,8,26,6,0.8125,0.607,1,0,0,0,0,0
2011,Villanova,Big East,9,21,11,0.65625,0.58,0,0,0,0,0,0
2011,West Virginia,Big12,5,20,11,0.64516129,0.611,1,0,0,0,0,0
2011,Clemson,Atlantic Coast,12,21,11,0.65625,0.572,0,0,0,0,0,0
2011,Kentucky,Southeastern,4,25,8,0.757575758,0.657,1,1,1,1,0,0
2011,Princeton,Ivy League,13,25,6,0.806451613,0.579,0,0,0,0,0,0
2011,Xavier,Big East,6,24,7,0.774193548,0.6,0,0,0,0,0,0
2011,Marquette,Big East,11,20,14,0.588235294,0.577,1,1,0,0,0,0
2011,Syracuse,Atlantic Coast,3,26,7,0.787878788,0.612,1,0,0,0,0,0
2011,Indiana St.,Missouri Valley,14,20,13,0.606060606,0.552,0,0,0,0,0,0
2011,Washington,Pac-12,7,23,10,0.696969697,0.596,1,0,0,0,0,0
2011,Georgia,Southeastern,10,21,11,0.65625,0.572,0,0,0,0,0,0
2011,UNC,Atlantic Coast,2,26,7,0.787878788,0.651,1,1,1,0,0,0
2011,LIU Brooklyn,Northeast,15,27,5,0.84375,0.556,0,0,0,0,0,0
2011,Duke,Atlantic Coast,1,30,4,0.882352941,0.659,1,1,0,0,0,0
2011,Hampton,Mid-Eastern,16,24,8,0.75,0.505,0,0,0,0,0,0
2011,Michigan,Big10,8,20,13,0.606060606,0.574,1,0,0,0,0,0
2011,Tennessee,Southeastern,9,19,14,0.575757576,0.584,0,0,0,0,0,0
2011,Arizona,Pac-12,5,27,7,0.794117647,0.629,1,1,1,0,0,0
2011,Memphis,AAC,12,25,9,0.735294118,0.591,0,0,0,0,0,0
2011,Texas,Big12,4,27,7,0.794117647,0.632,1,0,0,0,0,0
2011,Oakland,Horizon,13,25,9,0.735294118,0.575,0,0,0,0,0,0
2011,Cincinnati,AAC,6,25,8,0.757575758,0.588,1,0,0,0,0,0
2011,Missouri,Southeastern,11,23,10,0.696969697,0.579,0,0,0,0,0,0
2011,Connecticut,AAC,3,26,9,0.742857143,0.652,1,1,1,1,1,1
2011,Bucknell,Patriot,14,25,8,0.757575758,0.552,0,0,0,0,0,0
2011,Temple,AAC,7,25,7,0.78125,0.599,1,0,0,0,0,0
2011,Penn St.,Big10,10,19,14,0.575757576,0.578,0,0,0,0,0,0
2011,San Diego St.,Mountain West,2,32,2,0.941176471,0.663,1,1,0,0,0,0
2011,Northern Colorado,Big Sky,15,21,10,0.677419355,0.538,0,0,0,0,0,0
2011,Kansas,Big12,1,32,2,0.941176471,0.673,1,1,1,0,0,0
2011,Boston University,Patriot,16,21,13,0.617647059,0.516,0,0,0,0,0,0
2011,UNLV,Mountain West,8,24,8,0.75,0.598,0,0,0,0,0,0
2011,Illinois,Big10,9,19,13,0.59375,0.581,1,0,0,0,0,0
2011,Vanderbilt,Southeastern,5,23,10,0.696969697,0.599,0,0,0,0,0,0
2011,Richmond,Atlantic 10,12,27,7,0.794117647,0.591,1,1,0,0,0,0
2011,Louisville,Atlantic Coast,4,25,9,0.735294118,0.615,0,0,0,0,0,0
2011,Morehead St.,OVC,13,24,9,0.727272727,0.557,1,0,0,0,0,0
2011,Georgetown,Big East,6,21,10,0.677419355,0.623,0,0,0,0,0,0
2011,VCU,Atlantic 10,11,23,11,0.676470588,0.595,1,1,1,1,0,0
2011,Purdue,Big10,3,25,7,0.78125,0.626,1,0,0,0,0,0
2011,St. Peters,Metro Atlantic,14,20,13,0.606060606,0.54,0,0,0,0,0,0
2011,Texas A&M,Southeastern,7,24,8,0.75,0.591,0,0,0,0,0,0
2011,Florida St.,Atlantic Coast,10,21,10,0.677419355,0.582,1,1,0,0,0,0
2011,Notre Dame,Atlantic Coast,2,26,6,0.8125,0.634,1,0,0,0,0,0
2011,Akron,Mid-American,15,23,12,0.657142857,0.532,0,0,0,0,0,0
2011,Pitt,Atlantic Coast,1,27,5,0.84375,0.631,1,0,0,0,0,0
2011,UNC Asheville,Big South,16,19,13,0.59375,0.509,0,0,0,0,0,0
2011,Butler,Big East,8,23,9,0.71875,0.614,1,1,1,1,1,0
2011,Old Dominion,Conference USA,9,27,6,0.818181818,0.609,0,0,0,0,0,0
2011,Kansas St.,Big12,5,22,10,0.6875,0.612,1,0,0,0,0,0
2011,Utah St.,Mountain West,12,30,3,0.909090909,0.615,0,0,0,0,0,0
2011,Wisconsin,Big10,4,23,8,0.741935484,0.623,1,1,0,0,0,0
2011,Belmont,OVC,13,30,4,0.882352941,0.571,0,0,0,0,0,0
2011,St. Johns,Big East,6,21,11,0.65625,0.601,0,0,0,0,0,0
2011,Gonzaga,West Coast,11,24,9,0.727272727,0.575,1,0,0,0,0,0
2011,BYU,Wes,3,30,4,0.882352941,0.649,1,1,0,0,0,0
2011,Wofford,Southern,14,21,12,0.636363636,0.53,0,0,0,0,0,0
2011,UCLA,Pac-12,7,22,10,0.6875,0.584,1,0,0,0,0,0
2011,Michigan St.,Big10,10,19,14,0.575757576,0.57,0,0,0,0,0,0
2011,Florida,Southeastern,2,26,7,0.787878788,0.645,1,1,1,0,0,0
2011,UCSB,Big West,15,18,13,0.580645161,0.502,0,0,0,0,0,0
2010,Kansas,Big12,1,32,2,0.941176471,0.6814,1,0,0,0,0,0
2010,Lehigh,Patriot,16,22,10,0.6875,0.5136,0,0,0,0,0,0
2010,UNLV,Mountain West,8,25,8,0.757575758,0.5187,0,0,0,0,0,0
2010,Northern Iowa,Missouri Valley,9,28,4,0.875,0.6275,1,1,0,0,0,0
2010,Michigan State,Big10,5,24,8,0.75,0.6187,1,1,1,1,0,0
2010,New Mexico State,WAC,12,22,11,0.666666667,0.5728,0,0,0,0,0,0
2010,Maryland,ACC,4,23,8,0.741935484,0.6085,1,0,0,0,0,0
2010,Houston,Conference USA,13,19,15,0.558823529,0.5239,0,0,0,0,0,0
2010,Tennessee,SEC,6,25,8,0.757575758,0.6292,1,1,1,0,0,0
2010,San Diego State,Mountain West,11,25,8,0.757575758,0.606,0,0,0,0,0,0
2010,Georgetown,Big East,3,23,10,0.696969697,0.6251,0,0,0,0,0,0
2010,Ohio,Mid-Atlantic,14,21,14,0.6,0.5425,1,0,0,0,0,0
2010,Oklahoma State,Big12,7,22,10,0.6875,0.5954,0,0,0,0,0,0
2010,Georgia Tech,ACC,10,22,12,0.647058824,0.6018,1,0,0,0,0,0
2010,OSU,Big10,2,27,7,0.794117647,0.6152,1,1,0,0,0,0
2010,UCSB,Big West,15,20,9,0.689655172,0.5393,0,0,0,0,0,0
2010,Syracuse,Big East,1,28,4,0.875,0.6505,1,1,0,0,0,0
2010,Vermont,America East,16,25,9,0.735294118,0.5254,0,0,0,0,0,0
2010,Gonzoga,West Coast,8,26,6,0.8125,0.5977,1,0,0,0,0,0
2010,FSU,ACC,9,22,9,0.709677419,0.5864,0,0,0,0,0,0
2010,Butler,Horizon,5,28,4,0.875,0.6483,1,1,1,1,1,0
2010,UTEP,Conference USA,12,26,6,0.8125,0.5926,0,0,0,0,0,0
2010,Vanderbilt,SEC,4,24,8,0.75,0.6048,0,0,0,0,0,0
2010,Murray State,OVC,13,30,4,0.882352941,0.5778,1,0,0,0,0,0
2010,Xavier,Atlantic 10,6,24,8,0.75,0.6203,1,1,0,0,0,0
2010,Minnesota,Big10,11,21,13,0.617647059,0.5675,0,0,0,0,0,0
2010,Pitt,Big East,3,24,8,0.75,0.6196,1,0,0,0,0,0
2010,Oakland,Summit League,14,26,8,0.764705882,0.5757,0,0,0,0,0,0
2010,BYU,Mountain West,7,29,5,0.852941176,0.6046,1,0,0,0,0,0
2010,Florida,SEC,10,21,12,0.636363636,0.5709,0,0,0,0,0,0
2010,Kansas State,Big12,2,26,7,0.787878788,0.6522,1,1,1,0,0,0
2010,Northern Texas,Sun Belt,15,24,8,0.75,0.5338,0,0,0,0,0,0
2010,Kentucky,SEC,1,32,2,0.941176471,0.6654,1,1,1,0,0,0
2010,ETSU,Atlantic Sun,16,20,14,0.588235294,0.5257,0,0,0,0,0,0
2010,Texas,Big12,8,24,9,0.727272727,0.5959,0,0,0,0,0,0
2010,Wake Forest,ACC,9,19,10,0.655172414,0.5985,1,0,0,0,0,0
2010,Temple,Atlantic 10,5,29,5,0.852941176,0.6288,0,0,0,0,0,0
2010,Cornell,Ivy League,12,27,4,0.870967742,0.5956,1,1,0,0,0,0
2010,Wisconsin,Big10,4,23,8,0.741935484,0.6143,1,0,0,0,0,0
2010,Wofford,Southern,13,26,8,0.764705882,0.5606,0,0,0,0,0,0
2010,Marquette,Big East,6,22,11,0.666666667,0.5749,0,0,0,0,0,0
2010,Washington,Pac-10,11,24,9,0.727272727,0.5963,1,1,0,0,0,0
2010,New Mexico,Mountain West,3,29,4,0.878787879,0.6238,1,0,0,0,0,0
2010,Montana,Big Sky,14,22,9,0.709677419,0.5369,0,0,0,0,0,0
2010,Clemson,ACC,7,21,10,0.677419355,0.5931,0,0,0,0,0,0
2010,Missouri,Big12,10,22,10,0.6875,0.5874,1,0,0,0,0,0
2010,West Virginia,Big East,2,27,6,0.818181818,0.6654,1,1,1,1,0,0
2010,Morgan State,Metro Atlantic,15,27,9,0.75,0.5373,0,0,0,0,0,0
2010,Duke,ACC,1,29,5,0.852941176,0.6802,1,1,1,1,1,1
2010,AR-Pine Bluff,SWAC,16,17,15,0.53125,0.5035,0,0,0,0,0,0
2010,California,Pac-10,8,23,10,0.696969697,0.6141,1,0,0,0,0,0
2010,Louisville,Big East,9,20,12,0.625,0.5862,0,0,0,0,0,0
2010,Texas A&M,Big12,5,23,9,0.71875,0.6249,1,0,0,0,0,0
2010,Utah State,WAC,12,27,7,0.794117647,0.5938,0,0,0,0,0,0
2010,Purdue,Big10,4,27,5,0.84375,0.6293,1,1,0,0,0,0
2010,Siena,MAAC,13,27,6,0.818181818,0.5992,0,0,0,0,0,0
2010,Notre Dame,Big East,6,23,11,0.676470588,0.5768,0,0,0,0,0,0
2010,Old Dominion,CAA,11,26,8,0.764705882,0.6048,1,0,0,0,0,0
2010,Baylor,Big12,3,25,7,0.78125,0.6421,1,1,1,0,0,0
2010,Sam Houston,Southland,14,25,7,0.78125,0.5611,0,0,0,0,0,0
2010,Richmond,Atlantic 10,7,26,8,0.764705882,0.6067,0,0,0,0,0,0
2010,Saint Mary's,West Coast,10,26,5,0.838709677,0.6012,1,1,0,0,0,0
2010,Villanova,Big East,2,24,7,0.774193548,0.6224,1,0,0,0,0,0
2010,Robert Morris,Northeast,15,23,11,0.676470588,0.5192,0,0,0,0,0,0
